,SalePrice,Overall Qual,Gr Liv Area,Total Bsmt SF,Garage Area,Year Built,Year Remod/Add,Full Bath,Mas Vnr Area,Fireplaces,Lot Area,Lot Frontage,Wood Deck SF,Open Porch SF,Neighborhood,Kitchen Qual,Exter Qual,Bsmt Qual,Garage Finish,Foundation,House Style,Sale Condition
544,257000,8,1844,1844.0,620.0,2005,2006,2,366.0,1,10994,88.0,165,44,SawyerW,Gd,Gd,Gd,Fin,PConc,1Story,Abnorml
545,189000,7,1434,1454.0,527.0,2001,2001,2,0.0,1,8529,65.0,290,39,SawyerW,Gd,Gd,Gd,RFn,PConc,1Story,Normal
546,171500,6,1730,816.0,528.0,1992,1992,2,0.0,0,7703,70.0,0,91,SawyerW,Gd,Gd,Gd,RFn,PConc,2Story,Normal
547,120000,6,1217,626.0,288.0,1980,1980,1,0.0,1,10762,75.0,0,28,SawyerW,TA,TA,Gd,RFn,CBlock,2Story,Normal
548,145000,6,1332,1332.0,542.0,1990,1991,2,0.0,0,7175,50.0,0,60,SawyerW,Gd,Gd,Gd,RFn,PConc,1Story,Normal
549,184000,7,1540,754.0,495.0,1994,1994,2,0.0,0,9109,70.0,140,32,SawyerW,Gd,Gd,Gd,RFn,PConc,2Story,Normal
550,162000,6,1400,676.0,465.0,1986,1986,2,141.0,0,10274,,0,48,SawyerW,TA,TA,Gd,RFn,CBlock,2Story,Normal
551,160000,6,1882,0.0,612.0,1981,1981,2,0.0,2,8250,75.0,0,0,SawyerW,TA,TA,,Unf,Slab,2Story,Normal
552,82000,4,841,721.0,294.0,1950,1950,1,0.0,0,8400,60.0,250,0,SawyerW,TA,Fa,TA,Unf,CBlock,1Story,Normal
553,76000,6,784,784.0,360.0,1928,1950,1,0.0,0,9000,60.0,0,0,SawyerW,TA,TA,Fa,Unf,BrkTil,1.5Unf,Normal
554,110000,5,980,980.0,400.0,1962,1962,1,0.0,0,9750,63.0,0,28,Sawyer,TA,TA,TA,Unf,CBlock,1Story,Normal
555,135000,5,980,980.0,484.0,1977,1977,1,153.0,0,7064,71.0,192,0,Sawyer,TA,TA,TA,Unf,CBlock,1Story,Normal
556,141000,5,864,864.0,732.0,1961,1961,1,0.0,0,8499,,0,312,Sawyer,TA,TA,TA,Unf,CBlock,1Story,Normal
557,122000,5,864,864.0,440.0,1961,1961,1,0.0,0,9079,,158,0,Sawyer,TA,TA,TA,Unf,CBlock,1Story,Normal
558,124100,5,1020,1024.0,288.0,1965,1965,2,0.0,0,9316,,171,0,Sawyer,TA,TA,TA,Unf,CBlock,1Story,Family
559,129000,5,912,912.0,300.0,1963,1995,1,0.0,0,7791,,0,0,Sawyer,Gd,Gd,TA,RFn,CBlock,1Story,Normal
560,131400,5,1144,864.0,264.0,1961,1983,1,0.0,1,10000,80.0,165,0,Sawyer,TA,TA,TA,RFn,CBlock,1Story,Normal
561,62383,5,864,864.0,360.0,1965,1965,1,0.0,1,8281,60.0,0,0,Sawyer,TA,TA,TA,Unf,CBlock,1Story,Normal
562,123000,5,912,912.0,252.0,1962,1962,1,60.0,0,7150,65.0,0,0,Sawyer,TA,TA,TA,Unf,CBlock,1Story,Normal
563,275000,8,2014,2014.0,864.0,1980,1980,2,115.0,2,15676,,462,0,Veenker,Gd,Gd,Gd,RFn,CBlock,1Story,Normal
564,235000,7,1755,975.0,524.0,1991,2008,2,196.0,1,11949,,502,60,NoRidge,Gd,Gd,Gd,Unf,PConc,2Story,Normal
565,280750,7,3005,1376.0,704.0,2004,2005,2,0.0,1,2880,32.0,0,177,Somerst,Gd,Gd,Gd,Fin,PConc,2Story,Normal
566,164500,6,1224,612.0,528.0,2009,2009,2,76.0,0,3951,40.0,0,234,Somerst,Gd,Gd,Gd,RFn,PConc,2Story,Partial
567,173733,6,1224,612.0,528.0,2009,2009,2,76.0,0,3000,30.0,0,234,Somerst,Gd,Gd,Gd,RFn,PConc,2Story,Partial
568,222000,6,1726,1726.0,561.0,2008,2008,2,280.0,1,3830,,0,254,Somerst,Gd,Gd,Gd,Fin,PConc,1Story,Partial
569,195000,6,1256,1145.0,641.0,2008,2008,1,252.0,1,4217,,0,169,Somerst,Gd,Gd,Gd,Fin,PConc,1Story,Normal
570,172500,6,1471,729.0,440.0,1999,1999,2,894.0,0,3230,34.0,0,24,Somerst,TA,TA,Gd,Unf,PConc,2Story,Normal
571,180000,6,1512,756.0,440.0,2000,2000,2,513.0,0,2998,34.0,0,32,Somerst,Gd,Gd,Gd,Unf,PConc,2Story,Normal
572,156000,7,1452,691.0,506.0,1999,1999,2,218.0,0,3768,35.0,0,34,Somerst,Gd,Gd,Gd,Unf,PConc,2Story,Normal
573,172500,8,1739,970.0,480.0,1999,2000,2,456.0,0,2645,24.0,115,0,Somerst,Gd,Gd,Gd,Fin,PConc,2Story,Abnorml
574,318750,8,1694,1694.0,642.0,1977,2008,2,450.0,1,14694,,501,120,Veenker,Ex,Ex,Gd,Fin,CBlock,1Story,Normal
575,211500,8,1226,1226.0,484.0,1981,1981,1,0.0,2,3782,61.0,133,78,Greens,Gd,Gd,Gd,Fin,CBlock,1Story,Normal
576,241600,7,1740,1740.0,540.0,1981,1981,1,0.0,0,15417,110.0,228,20,Veenker,Gd,Gd,Gd,RFn,CBlock,1Story,Normal
577,180500,8,2499,392.0,527.0,1976,1976,2,200.0,1,9600,80.0,0,64,Veenker,TA,Gd,TA,Unf,CBlock,SLvl,Abnorml
578,150000,4,1620,1281.0,490.0,1976,1993,2,0.0,1,9991,,120,78,Sawyer,TA,TA,TA,Unf,CBlock,1Story,Normal
579,154000,6,1556,727.0,441.0,1968,1968,1,0.0,0,11700,78.0,0,0,NWAmes,TA,TA,TA,Unf,CBlock,2Story,Normal
580,185000,6,1442,1442.0,615.0,1970,1970,2,571.0,1,11717,,371,0,NWAmes,TA,TA,TA,RFn,CBlock,1Story,Normal
581,185750,6,1489,1489.0,462.0,1968,1968,2,0.0,1,9156,,0,0,NWAmes,Gd,TA,TA,RFn,CBlock,1Story,Normal
582,200000,7,2090,1107.0,484.0,1973,1973,2,240.0,2,10382,,235,204,NWAmes,TA,TA,Gd,RFn,CBlock,2Story,Normal
583,206000,7,2067,752.0,784.0,1974,1974,2,0.0,2,12732,,297,40,NWAmes,Gd,TA,TA,RFn,CBlock,2Story,Normal
584,162000,6,1395,723.0,497.0,1972,1972,1,0.0,1,12936,,294,116,NWAmes,TA,TA,TA,Unf,CBlock,2Story,Normal
585,256900,6,2640,932.0,515.0,1967,1997,2,256.0,1,10400,80.0,0,120,NWAmes,Gd,TA,TA,RFn,PConc,2Story,Normal
586,197900,6,1724,1680.0,480.0,1967,1976,1,359.0,1,17871,,0,0,NWAmes,TA,TA,Gd,RFn,CBlock,SLvl,Normal
587,163000,5,1336,1288.0,502.0,1969,1969,2,128.0,1,9600,80.0,312,11,NWAmes,TA,TA,Gd,RFn,CBlock,1Story,Normal
588,113000,6,1216,1216.0,336.0,1969,1969,1,200.0,0,9000,75.0,0,0,NWAmes,TA,TA,TA,Unf,CBlock,1Story,Abnorml
589,230000,7,2288,908.0,520.0,1977,1992,1,283.0,2,13774,,321,72,NWAmes,Gd,TA,Gd,RFn,PConc,2Story,Normal
590,167900,6,1334,1350.0,630.0,1977,1977,2,360.0,1,9650,80.0,0,16,NWAmes,TA,TA,Gd,RFn,CBlock,1Story,Normal
591,213250,7,1680,1650.0,583.0,1998,1999,2,0.0,1,10140,78.0,78,73,NWAmes,Gd,Gd,Ex,Fin,PConc,1Story,Normal
592,227000,8,1665,810.0,528.0,2001,2001,2,0.0,0,8400,70.0,0,45,NWAmes,Gd,Gd,Gd,Fin,PConc,2Story,Normal
593,130000,5,864,864.0,312.0,1967,1967,1,0.0,0,7130,62.0,0,0,NAmes,TA,TA,TA,Fin,PConc,1Story,Normal
594,143000,5,1568,1568.0,440.0,1967,1967,1,0.0,0,9600,80.0,160,40,NAmes,TA,TA,TA,Unf,CBlock,1Story,Normal
595,117500,5,925,925.0,429.0,1965,1965,1,0.0,0,9100,70.0,0,0,NAmes,TA,TA,TA,Unf,CBlock,1Story,Normal
596,168500,7,2061,1165.0,498.0,1974,1974,2,252.0,1,9600,80.0,0,77,NWAmes,TA,TA,TA,RFn,CBlock,2Story,Abnorml
597,172500,6,1320,1232.0,495.0,1971,1971,2,509.0,1,16500,,0,20,NWAmes,TA,TA,Gd,RFn,CBlock,SFoyer,Normal
598,161500,6,1342,1372.0,457.0,1967,1967,2,0.0,1,9790,,0,0,NWAmes,TA,TA,TA,Unf,CBlock,1Story,Normal
599,141500,4,894,894.0,396.0,1960,1960,1,0.0,1,7436,60.0,0,0,NAmes,TA,TA,TA,Unf,CBlock,1Story,Normal
600,118000,5,864,864.0,308.0,1959,1959,1,0.0,0,8125,65.0,0,0,NAmes,TA,TA,TA,Unf,CBlock,1Story,Normal
601,127500,6,864,864.0,300.0,1959,1959,1,0.0,0,9100,70.0,0,0,NAmes,TA,TA,TA,Unf,CBlock,1Story,Normal
602,140000,4,1362,1040.0,768.0,1957,1957,1,160.0,1,9450,,0,0,NAmes,TA,TA,TA,RFn,CBlock,1Story,Normal
603,177625,5,1728,1048.0,576.0,1956,1956,2,70.0,1,13495,,0,99,NAmes,TA,TA,TA,Unf,CBlock,1Story,Normal
604,110000,5,1776,1584.0,888.0,1958,1958,2,95.0,0,11475,85.0,0,25,NAmes,TA,TA,TA,Unf,CBlock,1Story,Abnorml
605,167000,6,1516,1516.0,472.0,1964,1964,1,180.0,0,10004,100.0,0,0,NAmes,TA,TA,TA,RFn,CBlock,1Story,Normal
606,153000,5,1313,1313.0,610.0,1961,1995,1,217.0,1,9350,85.0,172,28,NAmes,Gd,TA,TA,RFn,CBlock,1Story,Normal
607,145100,5,1292,1292.0,520.0,1964,1964,1,144.0,2,10500,115.0,0,32,NAmes,TA,TA,TA,Unf,CBlock,1Story,Abnorml
608,154000,5,1154,1154.0,480.0,1966,1966,1,200.0,1,11000,,0,58,NAmes,TA,TA,TA,RFn,CBlock,1Story,Normal
609,177500,5,2140,744.0,549.0,1965,1965,2,0.0,1,8970,,0,40,NAmes,TA,TA,TA,Fin,CBlock,2Story,Normal
610,158000,6,1445,1127.0,645.0,1964,1964,1,115.0,1,12095,,180,0,NAmes,TA,TA,TA,RFn,CBlock,SLvl,Normal
611,124500,5,1041,1041.0,270.0,1959,1959,1,132.0,0,9600,80.0,224,88,NAmes,TA,TA,TA,RFn,CBlock,1Story,Normal
612,174500,6,1576,1208.0,368.0,1961,1961,1,90.0,1,11475,85.0,85,0,NAmes,Gd,TA,TA,Fin,CBlock,SLvl,Normal
613,122000,5,960,960.0,330.0,1955,1955,1,0.0,0,9768,68.0,0,70,NAmes,TA,TA,TA,RFn,CBlock,1Story,Normal
614,82500,4,708,420.0,0.0,1940,1950,1,0.0,0,5330,50.0,164,0,BrkSide,Fa,Fa,TA,,CBlock,1Story,Normal
615,110000,5,1203,709.0,352.0,1950,1950,1,161.0,1,7015,,0,0,BrkSide,Gd,TA,TA,Unf,CBlock,1.5Fin,Normal
616,149500,6,1505,1505.0,505.0,1953,1953,1,90.0,1,12160,128.0,0,0,NAmes,TA,TA,TA,RFn,CBlock,1Story,Normal
617,175000,6,1691,1680.0,550.0,1967,1967,1,0.0,0,9900,90.0,0,67,NAmes,TA,Gd,TA,Unf,CBlock,1Story,Normal
618,167000,6,1644,1416.0,418.0,1953,1953,1,238.0,2,9600,80.0,110,0,NAmes,TA,TA,TA,Fin,CBlock,1Story,Normal
619,128900,5,1050,1050.0,338.0,1956,1956,1,0.0,0,9600,80.0,0,0,NAmes,TA,TA,TA,Unf,CBlock,1Story,Normal
620,140000,6,1668,856.0,271.0,1950,2005,1,0.0,0,9600,80.0,0,0,NAmes,TA,TA,TA,Unf,CBlock,1.5Fin,Normal
621,147000,5,1113,1113.0,264.0,1950,2007,1,0.0,1,9600,80.0,0,80,NAmes,Gd,Gd,TA,Unf,CBlock,1Story,Normal
622,124000,5,1584,1584.0,792.0,1967,1967,2,0.0,0,8944,65.0,0,152,NAmes,TA,TA,TA,Unf,CBlock,1Story,Normal
623,187500,6,1453,1453.0,530.0,1961,1961,2,3.0,1,10573,92.0,0,49,NAmes,TA,TA,TA,RFn,CBlock,1Story,Normal
624,159000,6,1394,1394.0,514.0,1963,1963,1,247.0,2,9500,,0,76,NAmes,TA,TA,Gd,RFn,CBlock,1Story,Normal
625,256000,6,1567,1562.0,542.0,1966,2008,2,210.0,2,14695,80.0,0,110,NAmes,Gd,TA,TA,Unf,CBlock,1Story,Normal
626,205000,7,1986,768.0,486.0,1965,1990,2,176.0,3,13600,85.0,0,42,NAmes,TA,TA,TA,Unf,CBlock,2Story,Normal
627,193500,6,2142,896.0,509.0,1968,1968,2,576.0,1,13000,100.0,0,72,NAmes,Gd,TA,Gd,Fin,CBlock,2Story,Normal
628,110000,6,1392,1392.0,576.0,1968,1968,1,216.0,2,13560,120.0,0,0,NAmes,TA,TA,Fa,RFn,CBlock,1Story,Normal
629,104900,4,1738,715.0,368.0,1920,2007,2,0.0,1,12513,,55,0,NAmes,TA,TA,TA,Unf,BrkTil,1.5Fin,Normal
630,150000,5,1144,1169.0,286.0,1956,1956,1,164.0,0,8760,73.0,257,0,NAmes,TA,Gd,TA,RFn,CBlock,1Story,Normal
631,156500,6,1478,1478.0,442.0,1957,1957,1,0.0,2,8400,70.0,114,0,NAmes,TA,TA,TA,RFn,CBlock,1Story,Normal
632,176000,7,1329,1329.0,441.0,1960,1960,1,128.0,2,12285,,0,0,NAmes,TA,TA,TA,Unf,CBlock,1Story,Normal
633,149500,6,988,988.0,297.0,1959,1998,2,0.0,0,9240,66.0,156,0,NAmes,Gd,Gd,TA,Unf,CBlock,1Story,Normal
634,139000,6,1632,1240.0,338.0,1958,1988,2,183.0,1,9600,80.0,289,0,NAmes,TA,TA,TA,RFn,CBlock,1Story,Normal
635,155000,6,1215,1215.0,297.0,1958,1998,1,176.0,0,12400,66.0,0,0,NAmes,TA,TA,TA,Unf,CBlock,1Story,Normal
636,120000,5,1202,1202.0,304.0,1956,1956,1,0.0,0,8750,70.0,0,35,NAmes,TA,TA,TA,RFn,CBlock,1Story,Abnorml
637,153000,5,1382,1382.0,350.0,1955,1955,1,0.0,0,8750,70.0,280,0,NAmes,Gd,TA,TA,Unf,CBlock,1Story,Normal
638,144000,4,1200,1200.0,294.0,1956,1956,1,0.0,2,10400,80.0,0,189,NAmes,TA,TA,TA,Unf,CBlock,1Story,Family
639,176000,6,1382,1362.0,884.0,1962,1962,1,399.0,1,19296,120.0,0,0,NAmes,TA,TA,TA,Unf,CBlock,SLvl,Normal
640,153000,5,1297,1297.0,498.0,1954,1990,1,650.0,1,8532,74.0,0,0,NAmes,TA,TA,TA,Fin,CBlock,1Story,Normal
641,135000,5,1866,1866.0,495.0,1958,1958,2,657.0,0,9482,76.0,0,0,NAmes,TA,TA,TA,Unf,PConc,1Story,Normal
642,131000,6,1062,1062.0,297.0,1954,1954,1,80.0,0,8128,53.0,0,0,NAmes,TA,TA,TA,Unf,CBlock,1Story,Normal
643,123000,5,1319,608.0,270.0,1953,1953,1,0.0,0,10634,79.0,66,0,NAmes,TA,TA,TA,Unf,PConc,1Story,Normal
644,126000,5,1112,631.0,480.0,1951,1951,1,0.0,0,13070,67.0,0,0,NAmes,TA,TA,TA,Unf,CBlock,1Story,Normal
645,115000,4,1005,1005.0,672.0,1955,1955,1,0.0,1,10434,60.0,0,0,NAmes,Fa,TA,TA,Unf,CBlock,1Story,Normal
646,164900,5,1363,1008.0,288.0,1951,2000,1,70.0,2,14559,75.0,324,42,NAmes,TA,Gd,TA,Unf,CBlock,1Story,Normal
647,113000,5,793,793.0,240.0,1945,1950,1,0.0,0,8480,80.0,0,0,NAmes,Fa,TA,TA,Unf,CBlock,1Story,Normal
648,145500,5,1031,1031.0,230.0,1952,2005,1,0.0,0,7626,60.0,0,0,NAmes,Gd,Gd,TA,Unf,CBlock,1Story,Normal
649,102900,5,1210,0.0,616.0,1953,1953,1,140.0,0,9533,75.0,208,0,NAmes,TA,TA,,Fin,Slab,1Story,Normal
650,95000,3,1699,978.0,420.0,1900,1970,2,0.0,0,10615,107.0,0,74,OldTown,TA,TA,Fa,Unf,CBlock,2Story,Abnorml
651,152500,7,1527,699.0,410.0,1948,1999,1,0.0,1,11419,78.0,0,0,NAmes,TA,TA,TA,Unf,CBlock,2Story,Normal
652,129900,5,1200,1200.0,246.0,1950,1950,1,0.0,0,9600,60.0,126,0,NAmes,TA,TA,TA,Fin,CBlock,1Story,Normal
653,132000,6,972,972.0,240.0,1948,2002,1,0.0,1,8000,50.0,0,0,NAmes,TA,TA,TA,Unf,CBlock,1Story,Normal
654,99900,3,792,792.0,366.0,1958,1958,1,0.0,0,5470,53.0,0,90,OldTown,TA,TA,TA,Unf,CBlock,1Story,Normal
655,135000,5,1656,660.0,180.0,1916,1987,2,0.0,0,10410,60.0,0,0,OldTown,TA,TA,Fa,Unf,CBlock,1.5Fin,Normal
656,149000,5,1352,676.0,720.0,1939,2006,2,0.0,0,10800,60.0,187,0,OldTown,Gd,TA,TA,Unf,BrkTil,2Story,Normal
657,114000,4,1039,405.0,281.0,1900,2003,1,0.0,0,8146,80.0,0,0,OldTown,TA,Gd,Fa,Unf,BrkTil,2Story,Normal
658,109500,5,792,768.0,240.0,1924,2006,1,0.0,0,9022,52.0,316,0,OldTown,Gd,Gd,TA,Unf,BrkTil,1Story,Normal
659,125000,5,1078,1054.0,264.0,1925,1950,1,0.0,0,10230,60.0,0,0,OldTown,Ex,TA,TA,Unf,BrkTil,1Story,Normal
660,142900,4,2377,1313.0,528.0,1915,1950,2,0.0,1,10410,60.0,0,0,OldTown,Gd,TA,TA,Unf,BrkTil,1.5Fin,Normal
661,156500,7,1690,560.0,624.0,1910,2008,2,0.0,0,7200,60.0,0,0,OldTown,Gd,Gd,TA,Unf,PConc,2Story,Normal
662,59000,2,599,416.0,0.0,1940,1950,1,0.0,0,5400,90.0,0,81,OldTown,Gd,Fa,Fa,,PConc,1Story,Normal
663,105000,4,1374,840.0,338.0,1920,1950,1,0.0,0,5400,90.0,0,0,OldTown,TA,Fa,TA,Fin,PConc,1.5Fin,Normal
664,106000,5,846,720.0,576.0,1920,1950,1,0.0,0,10800,60.0,0,0,OldTown,Gd,TA,TA,Fin,BrkTil,1Story,Normal
665,78500,3,725,630.0,320.0,1890,1998,1,0.0,0,10800,60.0,0,30,OldTown,TA,TA,TA,Unf,BrkTil,1Story,Normal
666,190000,6,2544,1248.0,907.0,1969,1969,2,480.0,0,9671,81.0,0,0,NAmes,TA,TA,TA,RFn,CBlock,2Story,Normal
667,154000,6,1380,1380.0,364.0,1963,1963,1,295.0,0,10143,83.0,0,0,NAmes,TA,TA,TA,Unf,CBlock,1Story,Normal
668,163000,6,1040,1040.0,480.0,1967,1967,1,0.0,1,11500,77.0,0,0,NAmes,TA,Fa,TA,RFn,CBlock,1Story,Normal
669,200000,5,2634,1248.0,968.0,1969,1969,2,368.0,0,11643,91.0,0,0,NAmes,TA,TA,TA,Unf,CBlock,2Story,Normal
670,143500,6,951,951.0,480.0,1958,2007,1,0.0,0,8010,62.0,0,0,NAmes,Gd,Gd,TA,Unf,CBlock,1Story,Normal
671,135000,6,1105,1105.0,308.0,1957,1957,1,143.0,0,10454,90.0,0,0,NAmes,TA,TA,TA,Unf,CBlock,1Story,Normal
672,153000,5,1306,992.0,756.0,1957,2000,1,0.0,0,8712,64.0,0,0,NAmes,TA,TA,TA,Unf,CBlock,1Story,Normal
673,157500,6,1478,1478.0,498.0,1960,1960,2,30.0,2,17600,,0,40,NAmes,TA,TA,TA,Unf,CBlock,1Story,Normal
674,113500,6,1142,160.0,384.0,1958,1958,1,82.0,1,9000,80.0,0,28,NAmes,TA,TA,Gd,RFn,CBlock,1Story,Normal
675,133000,5,1268,832.0,288.0,1949,1950,1,0.0,1,12144,60.0,0,28,NAmes,TA,Gd,TA,Unf,CBlock,1Story,Normal
676,92900,3,1040,0.0,400.0,1950,1950,2,0.0,0,8544,60.0,0,0,NAmes,TA,TA,,Unf,Slab,1Story,Normal
677,128500,6,1133,795.0,900.0,1950,1950,1,0.0,0,8064,60.0,0,0,NAmes,TA,TA,TA,Unf,CBlock,1.5Fin,Abnorml
678,90000,4,1040,0.0,420.0,1949,1950,2,0.0,0,7200,60.0,0,0,NAmes,TA,TA,,Unf,Slab,1Story,Normal
679,138000,5,1904,1208.0,240.0,1950,1982,1,0.0,0,7200,60.0,0,0,NAmes,TA,TA,TA,Unf,CBlock,1.5Fin,Normal
680,128000,5,1041,1041.0,294.0,1958,1958,1,0.0,0,7350,71.0,0,0,NAmes,TA,TA,TA,RFn,CBlock,1Story,Normal
681,139000,5,1339,1029.0,294.0,1958,1965,1,0.0,0,7560,70.0,0,0,NAmes,TA,TA,TA,Unf,CBlock,1Story,Abnorml
682,118900,5,732,732.0,240.0,1952,1952,1,0.0,0,7200,60.0,0,68,NAmes,TA,TA,TA,Unf,CBlock,1Story,Normal
683,138000,5,1183,528.0,288.0,1959,1959,1,0.0,0,8000,80.0,0,0,NAmes,TA,TA,Gd,RFn,CBlock,SLvl,Normal
684,132500,5,1148,1148.0,672.0,1959,1959,1,0.0,0,7931,70.0,0,0,NAmes,TA,TA,TA,Unf,CBlock,1Story,Normal
685,133500,4,1461,832.0,384.0,1949,1996,2,0.0,0,10800,60.0,0,204,NAmes,TA,TA,TA,Unf,CBlock,1.5Fin,Normal
686,135000,6,1495,864.0,576.0,1948,1994,1,0.0,0,8064,60.0,180,36,NAmes,TA,TA,TA,Unf,CBlock,1.5Fin,Abnorml
687,144750,6,1806,780.0,483.0,1964,1964,1,420.0,0,7570,76.0,0,55,NAmes,TA,TA,TA,Unf,CBlock,2Story,Normal
688,145000,5,941,941.0,564.0,1978,1978,1,124.0,0,8604,75.0,0,40,NAmes,Gd,TA,Gd,Unf,CBlock,SFoyer,Normal
689,127000,6,1045,1045.0,264.0,1963,1963,1,0.0,1,7936,80.0,0,0,NAmes,TA,TA,TA,RFn,CBlock,1Story,Normal
690,109500,5,894,894.0,308.0,1962,1962,1,0.0,0,6600,60.0,0,0,NAmes,TA,TA,TA,Unf,CBlock,1Story,Normal
691,115000,6,1224,818.0,210.0,1926,2004,1,0.0,0,3950,,0,0,OldTown,TA,TA,TA,Unf,CBlock,1.5Fin,Normal
692,110000,5,1230,440.0,440.0,1910,1981,1,0.0,0,10440,60.0,74,0,OldTown,TA,TA,TA,Unf,PConc,2Story,Normal
693,128900,6,1378,901.0,162.0,1935,1998,1,0.0,0,4080,68.0,54,0,OldTown,Gd,TA,TA,Unf,PConc,1.5Fin,Normal
694,103500,6,1944,972.0,324.0,1910,1950,2,0.0,0,10307,57.0,0,28,OldTown,TA,TA,TA,Unf,CBlock,2Story,Normal
695,66500,5,1131,676.0,200.0,1941,1950,1,0.0,0,5720,52.0,26,0,OldTown,TA,TA,TA,Unf,CBlock,1.5Fin,Abnorml
696,130000,5,1306,240.0,472.0,1910,2003,1,0.0,0,15660,90.0,0,0,OldTown,Gd,TA,TA,Unf,CBlock,1.5Fin,Normal
697,129000,5,1464,504.0,0.0,1910,2002,2,0.0,0,9900,90.0,0,0,OldTown,TA,Gd,TA,,CBlock,2Story,Normal
698,150000,5,1558,690.0,400.0,1939,1950,1,0.0,1,6406,57.0,0,36,OldTown,TA,TA,TA,Unf,BrkTil,2Story,Normal
699,107500,5,2372,994.0,432.0,1892,1965,2,0.0,0,6600,60.0,0,287,OldTown,TA,TA,TA,RFn,Stone,2Story,Normal
700,94550,4,1701,600.0,0.0,1920,1950,2,0.0,0,7627,63.0,0,0,OldTown,Fa,Fa,Fa,,BrkTil,2Story,Normal
701,124500,5,1960,960.0,400.0,1952,1952,2,360.0,0,7596,60.0,0,0,OldTown,TA,TA,TA,Unf,CBlock,2Story,Normal
702,135000,7,1389,651.0,240.0,1946,1992,1,0.0,2,3378,60.0,0,0,OldTown,TA,TA,TA,Unf,CBlock,2Story,Normal
703,103000,5,1447,801.0,0.0,1910,1950,1,0.0,0,10134,56.0,80,0,OldTown,TA,TA,Fa,,BrkTil,1.5Fin,Normal
704,93000,4,936,936.0,576.0,1953,1953,1,0.0,0,6000,60.0,0,32,OldTown,TA,Fa,Fa,Unf,CBlock,1Story,Normal
705,129500,5,1328,768.0,308.0,1950,1970,1,0.0,0,6000,50.0,0,12,OldTown,TA,TA,TA,Unf,CBlock,1.5Fin,Normal
706,93000,5,1387,811.0,256.0,1954,1954,2,0.0,0,6000,50.0,0,0,OldTown,Gd,TA,TA,Unf,CBlock,1.5Fin,Normal
707,80000,4,861,861.0,288.0,1920,1950,1,0.0,0,7404,62.0,0,0,OldTown,TA,TA,Fa,Unf,BrkTil,1Story,Normal
708,45000,2,612,0.0,308.0,1940,1950,1,0.0,0,5925,50.0,0,0,OldTown,TA,TA,,Unf,BrkTil,1Story,Normal
709,37900,3,968,600.0,0.0,1910,1950,1,0.0,0,5925,50.0,0,0,OldTown,TA,TA,TA,,BrkTil,1.5Fin,Abnorml
710,91300,5,886,190.0,273.0,1938,1996,1,0.0,0,5784,50.0,144,20,OldTown,TA,TA,Fa,Unf,BrkTil,1Story,Normal
711,99500,5,792,624.0,287.0,1923,1950,1,0.0,0,8520,60.0,0,0,OldTown,TA,Gd,Fa,Unf,PConc,1Story,Normal
712,113000,4,1452,736.0,0.0,1920,2008,2,0.0,0,4456,33.0,0,0,OldTown,TA,TA,TA,,BrkTil,2Story,Partial
713,87500,4,1510,677.0,720.0,1910,1950,2,0.0,0,9600,60.0,0,0,OldTown,Gd,Gd,Fa,Unf,BrkTil,2Story,Normal
714,110000,5,1284,720.0,240.0,1947,1950,1,0.0,0,3500,50.0,0,35,OldTown,TA,TA,TA,Unf,CBlock,1.5Fin,Normal
715,106000,5,2138,849.0,360.0,1898,1965,2,0.0,0,8100,90.0,40,156,OldTown,TA,TA,TA,Unf,PConc,2.5Unf,Normal
716,265979,7,2640,1240.0,864.0,1880,2003,1,0.0,1,11700,65.0,181,0,OldTown,Gd,Gd,TA,Unf,Stone,2Story,Normal
717,160000,6,2007,917.0,357.0,1900,1950,2,0.0,0,8400,70.0,0,235,OldTown,Ex,TA,Fa,Unf,BrkTil,2Story,Normal
718,119000,6,1288,624.0,280.0,1917,2007,1,0.0,1,3600,60.0,0,103,OldTown,Ex,TA,TA,Unf,BrkTil,2Story,Normal
719,168000,8,1742,916.0,424.0,1882,1986,1,0.0,1,17671,121.0,0,169,OldTown,Gd,Gd,TA,Unf,BrkTil,2Story,Normal
720,58500,4,816,624.0,0.0,1910,1950,1,0.0,1,3300,,0,33,OldTown,TA,TA,TA,,BrkTil,1Story,Normal
721,143000,7,1482,650.0,324.0,1920,1988,1,0.0,0,9000,50.0,0,0,OldTown,TA,TA,TA,Unf,PConc,2Story,Normal
722,85000,5,1022,1022.0,280.0,1910,2006,1,0.0,0,7200,60.0,0,30,OldTown,TA,TA,TA,Unf,BrkTil,1Story,Normal
723,124900,5,1869,1088.0,456.0,1890,1996,1,0.0,0,8820,98.0,48,0,OldTown,TA,TA,TA,Unf,BrkTil,1.5Fin,Normal
724,119000,6,1480,972.0,207.0,1920,1950,1,0.0,0,5400,60.0,0,0,OldTown,TA,Fa,TA,Unf,BrkTil,1.5Fin,Family
725,146500,6,1521,741.0,640.0,1910,2002,1,0.0,0,9720,60.0,0,0,OldTown,Gd,TA,TA,Unf,PConc,2Story,Normal
726,34900,4,720,720.0,0.0,1920,1950,1,0.0,0,7879,60.0,0,523,IDOTRR,TA,TA,TA,,CBlock,1Story,Abnorml
727,44000,3,797,245.0,0.0,1900,1950,1,0.0,0,9392,72.0,0,36,IDOTRR,TA,TA,Fa,,CBlock,1Story,Abnorml
