,Unnamed: 0,SalePrice,Overall Qual,Gr Liv Area,Total Bsmt SF,Garage Area,Year Built,Year Remod/Add,Full Bath,Mas Vnr Area,Fireplaces,Lot Area,Lot Frontage,Wood Deck SF,Open Porch SF,Kitchen Qual,Exter Qual,Bsmt Qual,Garage Finish,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Sale Condition_AdjLand,Sale Condition_Alloca,Sale Condition_Family,Sale Condition_Normal,Sale Condition_Partial,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker
298,298,185000,8,1034,982.0,598.0,1989,1989,1,0.0,1,3907,35.0,141,36,4,3,4.0,3.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,299,162500,8,1191,1191.0,531.0,1989,1989,2,0.0,1,3907,35.0,112,81,4,3,4.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,300,289000,7,1801,1501.0,484.0,1959,1997,2,0.0,2,15602,100.0,0,54,3,2,3.0,3.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,301,125500,4,1154,796.0,240.0,1922,2007,1,0.0,0,5436,40.0,0,96,4,2,3.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,302,82000,2,540,480.0,200.0,1941,1950,1,0.0,0,8154,58.0,0,0,3,2,3.0,1.0,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,303,110000,6,1107,629.0,625.0,1921,1975,1,0.0,0,9140,50.0,0,56,3,2,3.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,304,68400,4,1128,698.0,528.0,1920,1950,1,0.0,0,7500,60.0,30,0,3,2,3.0,2.0,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,305,102776,4,1178,859.0,384.0,1900,1950,1,0.0,0,8712,66.0,68,0,3,2,3.0,2.0,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,306,55993,5,1044,540.0,504.0,1952,1952,1,0.0,0,8712,66.0,0,0,2,1,3.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,307,50138,4,952,756.0,330.0,1896,1950,1,0.0,0,8712,66.0,0,0,3,1,3.0,2.0,False,True,False,False,False,False,False,True,False,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,308,246000,8,1646,1594.0,525.0,2004,2005,2,186.0,1,3811,44.0,128,53,4,3,5.0,3.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,309,254900,8,1916,1049.0,741.0,1998,1999,2,0.0,1,11050,85.0,0,70,4,3,4.0,1.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
310,310,190000,6,1285,1243.0,473.0,1977,1977,2,0.0,1,9620,74.0,375,26,4,2,3.0,1.0,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
311,311,201000,7,1560,1560.0,573.0,2003,2003,2,0.0,0,9196,129.0,100,150,4,3,5.0,3.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
312,312,169900,6,1034,1012.0,888.0,1976,1976,1,335.0,0,12328,68.0,0,0,3,2,3.0,1.0,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
313,313,170000,6,2048,1958.0,776.0,1976,1976,3,0.0,0,12760,68.0,0,0,3,2,3.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
314,314,160000,5,1687,747.0,572.0,1948,1950,1,0.0,2,57200,68.0,0,0,3,2,3.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
315,315,220000,7,1346,1336.0,660.0,2008,2008,2,60.0,1,11896,88.0,100,48,4,3,4.0,3.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
316,316,179781,7,1214,1214.0,520.0,2009,2010,2,0.0,0,9803,73.0,0,25,4,3,4.0,2.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
317,317,174000,5,1444,384.0,400.0,2006,2007,2,0.0,0,9802,73.0,100,0,3,2,4.0,3.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
318,318,269500,8,1968,774.0,680.0,2009,2010,2,84.0,1,12003,92.0,0,75,5,3,5.0,3.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
319,319,214900,7,1894,817.0,510.0,2002,2003,2,44.0,1,11316,80.0,0,40,4,3,4.0,3.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
320,320,202900,8,1908,967.0,431.0,2002,2002,2,0.0,0,14191,85.0,135,0,4,3,4.0,3.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
321,321,378500,9,2018,2002.0,746.0,2008,2009,2,0.0,1,13214,89.0,144,76,5,4,5.0,3.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
322,322,169000,5,1264,1068.0,528.0,1965,1977,1,0.0,1,15300,85.0,0,0,3,2,3.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
323,323,173500,5,1430,1430.0,624.0,2004,2005,2,0.0,0,10114,93.0,0,0,4,2,5.0,2.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
325,325,166500,5,1344,1344.0,686.0,1999,1999,2,0.0,1,11875,68.0,328,0,3,2,4.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
326,326,83500,4,1092,546.0,286.0,1973,1973,1,0.0,0,1974,68.0,120,96,3,2,3.0,2.0,False,False,False,False,True,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,327,119500,5,945,945.0,253.0,1973,1973,1,0.0,1,2394,31.0,174,0,3,2,4.0,2.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,328,85000,5,1112,536.0,336.0,1976,1976,1,0.0,0,2592,36.0,182,0,3,2,4.0,1.0,False,False,False,False,True,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,332,85500,4,1092,546.0,286.0,1972,1972,1,0.0,0,1890,21.0,0,0,3,2,3.0,1.0,False,False,False,False,True,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,333,130000,5,874,864.0,352.0,1971,2004,1,0.0,0,6953,50.0,0,0,3,2,3.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
334,334,157900,5,1188,1188.0,312.0,1962,1962,1,189.0,0,26142,68.0,261,39,3,2,3.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
335,335,149900,5,833,833.0,495.0,1984,1984,1,0.0,0,12887,76.0,431,0,4,2,4.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
336,336,159000,5,2432,1216.0,616.0,1985,1986,4,0.0,0,7700,70.0,200,0,3,2,3.0,1.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
337,337,136000,5,1274,624.0,576.0,1991,1991,1,0.0,0,10475,63.0,22,0,3,2,4.0,1.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
338,338,161000,5,1479,864.0,275.0,1969,1969,2,0.0,0,10544,68.0,287,0,3,2,3.0,3.0,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
339,339,285000,8,1803,1679.0,482.0,1994,1995,2,0.0,2,9892,76.0,129,64,4,3,4.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
340,340,231000,6,1797,1152.0,616.0,1993,1994,2,0.0,1,12961,74.0,162,312,4,3,4.0,3.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
341,341,124500,6,882,882.0,502.0,1956,1956,1,0.0,0,13008,74.0,0,0,3,2,2.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
342,342,157000,6,1434,1434.0,528.0,1974,1974,2,440.0,1,10200,85.0,80,21,3,2,3.0,2.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
343,343,345000,8,2704,1952.0,538.0,1972,1995,2,0.0,3,13860,75.0,269,111,5,3,4.0,3.0,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
344,344,189500,6,1608,945.0,470.0,1997,1997,2,0.0,1,10179,88.0,252,30,3,2,4.0,3.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,345,270000,8,2283,1008.0,632.0,2003,2003,2,188.0,1,11792,68.0,120,46,4,3,4.0,3.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,346,189000,7,1628,384.0,390.0,1996,1997,2,32.0,1,8400,60.0,48,72,3,2,4.0,3.0,False,False,False,False,False,False,True,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,347,377500,9,1746,1746.0,758.0,2006,2007,2,160.0,2,14892,42.0,201,39,5,4,5.0,3.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,348,168500,7,1474,384.0,400.0,1995,1996,2,22.0,1,8530,68.0,120,72,3,2,4.0,3.0,False,False,False,False,False,False,True,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,349,375000,8,2522,2208.0,564.0,2004,2005,2,0.0,1,7296,28.0,182,57,4,3,5.0,3.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
350,350,278000,8,1659,1501.0,499.0,2000,2000,2,0.0,1,5664,40.0,212,59,5,3,4.0,3.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
351,351,240000,8,1478,1418.0,495.0,1998,1998,2,0.0,0,7380,61.0,168,43,3,2,4.0,3.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
352,352,239500,8,1734,1587.0,528.0,1995,1996,2,0.0,0,8013,57.0,52,50,4,3,4.0,2.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
353,353,177500,7,1382,384.0,396.0,1998,1998,2,0.0,1,8923,57.0,256,0,3,3,4.0,3.0,False,False,False,False,False,False,True,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,354,185000,7,1718,832.0,427.0,1998,1998,2,40.0,1,10141,74.0,0,94,3,2,4.0,3.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,355,191000,6,1636,952.0,440.0,1998,1999,2,0.0,1,7500,60.0,0,84,3,3,4.0,3.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,356,178000,6,1571,799.0,380.0,1993,1994,2,0.0,1,7837,59.0,0,40,3,3,4.0,2.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,357,185000,6,1470,680.0,420.0,1993,1993,2,68.0,1,9765,68.0,232,63,3,4,4.0,3.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,358,181316,6,1516,707.0,409.0,1994,1995,2,0.0,1,8803,68.0,0,46,4,2,4.0,3.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,359,166000,6,1190,1181.0,430.0,1993,1993,2,45.0,1,7250,58.0,0,21,4,2,4.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,360,178000,6,1593,808.0,389.0,1992,1993,2,0.0,1,9636,68.0,342,40,3,2,4.0,2.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,361,174000,6,1481,702.0,343.0,1994,1995,2,0.0,1,8125,65.0,0,36,3,2,4.0,3.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,362,173000,6,1167,1158.0,400.0,1992,1992,2,106.0,0,9248,68.0,120,26,4,2,4.0,2.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,363,225000,7,1983,978.0,490.0,1999,1999,2,344.0,1,10762,68.0,0,0,4,3,4.0,3.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,364,180500,7,1442,1424.0,500.0,1990,1990,2,0.0,0,11851,99.0,0,34,3,2,4.0,2.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,365,187500,8,1360,1220.0,565.0,1984,1984,1,0.0,1,5814,68.0,63,0,4,3,4.0,2.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
366,366,501837,9,2234,2216.0,1166.0,2008,2009,2,748.0,1,17423,63.0,0,60,5,4,5.0,3.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
367,367,372500,8,2046,2046.0,834.0,2008,2008,2,464.0,1,11844,80.0,322,82,4,3,5.0,3.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
368,368,260000,7,1530,1530.0,430.0,2005,2005,2,16.0,1,16158,124.0,168,36,4,3,5.0,3.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
369,369,185000,5,1934,1122.0,567.0,1977,1977,2,157.0,1,11900,85.0,0,176,3,2,4.0,1.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,370,260000,7,2353,845.0,484.0,1980,1980,2,278.0,1,13005,94.0,288,195,5,3,4.0,2.0,False,False,False,False,True,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
371,371,181000,6,1586,1362.0,435.0,1979,1998,2,0.0,1,17043,48.0,192,0,3,2,4.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
372,372,82500,7,1411,1386.0,544.0,1977,1977,2,209.0,1,11900,85.0,192,0,3,2,3.0,3.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
373,373,215000,6,1602,1602.0,529.0,1977,2000,2,126.0,1,16635,68.0,240,0,4,3,4.0,3.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
374,374,154000,7,2050,832.0,529.0,1978,1978,2,256.0,1,13250,68.0,192,192,4,2,4.0,2.0,False,False,False,False,True,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
375,375,200000,6,1671,1427.0,484.0,1978,1986,2,101.0,1,10928,80.0,252,55,3,2,3.0,2.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
376,376,249000,7,2673,1043.0,441.0,1980,1991,2,229.0,1,12388,68.0,178,84,4,2,4.0,2.0,False,False,False,False,True,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
377,377,187500,7,1472,1372.0,588.0,1980,1980,2,225.0,2,14115,68.0,233,48,3,2,4.0,1.0,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
378,378,184000,6,1707,1140.0,479.0,1978,1998,2,144.0,1,11088,80.0,0,0,3,2,3.0,3.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
379,379,278000,8,2524,2524.0,542.0,1981,1981,2,0.0,1,9600,80.0,474,120,4,3,4.0,3.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
380,380,157000,7,1601,1271.0,478.0,1978,1978,2,206.0,1,11880,82.0,0,0,3,2,4.0,2.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
381,381,152000,7,1370,1090.0,479.0,1976,1976,2,189.0,1,10400,80.0,0,0,3,2,4.0,2.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
382,382,197500,5,1868,780.0,484.0,1976,1976,2,44.0,1,10304,68.0,448,96,4,2,3.0,1.0,False,False,False,False,True,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
383,383,240900,7,1884,926.0,581.0,2003,2003,2,0.0,1,7000,70.0,0,35,5,3,4.0,2.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
384,384,263435,8,1935,832.0,552.0,2009,2009,2,110.0,0,8004,75.0,0,150,3,3,4.0,3.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
385,385,220000,8,1874,1058.0,588.0,2000,2001,2,0.0,1,7500,68.0,0,134,4,3,4.0,3.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
386,386,235000,8,1811,972.0,565.0,2002,2002,2,0.0,1,8470,68.0,225,48,4,3,4.0,2.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
387,387,213000,5,1621,1621.0,478.0,1975,1975,2,161.0,2,9373,68.0,0,0,3,2,4.0,2.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
388,388,167900,6,1116,1116.0,528.0,1974,1974,2,196.0,1,10140,78.0,0,0,3,2,3.0,2.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
389,389,158000,7,1193,1176.0,506.0,1975,1975,2,0.0,1,11050,85.0,40,0,3,2,3.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
390,390,165000,6,1350,1064.0,478.0,1974,1974,2,174.0,1,10140,78.0,0,0,3,2,4.0,2.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
391,391,158000,6,2119,689.0,583.0,1972,1972,2,333.0,1,10448,68.0,0,104,3,2,3.0,2.0,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
393,393,148500,5,1002,1002.0,902.0,1970,1970,1,76.0,0,8750,68.0,0,0,3,2,3.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
